State	Commodity	plantedAllPurposeAcres	harvestedAcres	cropYield	production	pricePerUnit	productionValueDollars
WISCONSIN	HAYLAGE, (EXCL ALFALFA)	0	210000	3.8 TONS / ACRE	798,000 TONS			
WISCONSIN	HAYLAGE, ALFALFA	0	920000	7.4 TONS / ACRE	6,808,000 TONS			
WISCONSIN	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
WISCONSIN	CUCUMBERS, UTILIZED	0	0		(D) CWT			
WISCONSIN	CUCUMBERS, PROCESSING	0	0			(D) $ / TON	(D)	
WISCONSIN	CUCUMBERS	(D)	(D)	(D) CWT / ACRE	(D) CWT	(D) $ / CWT	(D)	
WISCONSIN	CUCUMBERS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
WYOMING	HAY	0	1080000	2.49 TONS / ACRE	2,690,000 TONS	171 $ / TON	449,816,000	
WYOMING	HAY, ALFALFA	0	610000	3.1 TONS / ACRE	1,891,000 TONS	172 $ / TON	319,579,000	
WYOMING	HAY, (EXCL ALFALFA)	0	470000	1.7 TONS / ACRE	799,000 TONS	167 $ / TON	130,237,000	
WYOMING	HAY & HAYLAGE	0	0				449,816,000	
WYOMING	HAY & HAYLAGE, ALFALFA	25000	0				319,579,000	
WYOMING	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				130,237,000	
WYOMING	BARLEY	79000	67000	96 BU / ACRE	6,432,000 BU	4.93 $ / BU	29,462,000	
WYOMING	CORN, GRAIN	0	54000	122 BU / ACRE	6,588,000 BU	3.95 $ / BU	26,023,000	
WYOMING	CORN, SILAGE	0	25000	20 TONS / ACRE	500,000 TONS			
WYOMING	CORN	95000	0					
WYOMING	WHEAT	120000	90000	26 BU / ACRE	2,340,000 BU	4.71 $ / BU	10,647,000	
WYOMING	WHEAT, WINTER	120000	90000	26 BU / ACRE	2,340,000 BU	4.71 $ / BU	10,647,000	
WYOMING	SUGARBEETS	31000	30800	29.6 TONS / ACRE	912,000 TONS			
