State	Commodity	plantedAllPurposeAcres	harvestedAcres	cropYield	production	pricePerUnit	productionValueDollars
MISSISSIPPI	CORN	510000	0					
MISSISSIPPI	CORN, SILAGE	0	7000	14 TONS / ACRE	98,000 TONS			
MISSISSIPPI	HAY & HAYLAGE	0	0				160,875,000	
MISSISSIPPI	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				160,875,000	
MISSISSIPPI	HAY	0	650000	2.5 TONS / ACRE	1,625,000 TONS	99 $ / TON	160,875,000	
MISSISSIPPI	HAY, (EXCL ALFALFA)	0	650000	2.5 TONS / ACRE	1,625,000 TONS	99 $ / TON	160,875,000	
MISSISSIPPI	HAY, ALFALFA	0	0			(NA) $ / TON		
MISSISSIPPI	RICE	166000	165000	7,420 LB / ACRE	12,241,000 CWT	12.4 $ / CWT	151,788,000	
MISSISSIPPI	SWEET POTATOES	30000	29500	200 CWT / ACRE	5,900,000 CWT	20.6 $ / CWT	121,540,000	
MISSISSIPPI	SWEET POTATOES, FRESH MARKET	0	0			29 $ / CWT	102,660,000	
MISSISSIPPI	SWEET POTATOES, PROCESSING	0	0			160 $ / TON	18,880,000	
MISSISSIPPI	SWEET POTATOES, UTILIZED	0	0		5,900,000 CWT			
MISSISSIPPI	PEANUTS	23000	22000	4,400 LB / ACRE	96,800,000 LB	0.194 $ / LB	19,360,000	
MISSISSIPPI	WHEAT	40000	20000	48 BU / ACRE	960,000 BU	5.42 $ / BU	4,944,000	
MISSISSIPPI	WHEAT, WINTER	40000	20000	48 BU / ACRE	960,000 BU	5.42 $ / BU	4,944,000	
MISSISSIPPI	SORGHUM, GRAIN	0	0			(NA) $ / CWT		
MISSOURI	SOYBEANS	5850000	5810000	51 BU / ACRE	296,310,000 BU	11.1 $ / BU	3,340,750,000	
MISSOURI	CORN, GRAIN	0	3280000	171 BU / ACRE	560,880,000 BU	4.59 $ / BU	2,411,784,000	
MISSOURI	CORN, SILAGE	0	100000	17 TONS / ACRE	1,700,000 TONS			
MISSOURI	CORN	3450000	0					
MISSOURI	HAY & HAYLAGE	0	3145000	2.11 TONS / ACRE, DRY BASIS	6,644,000 TONS, DRY BASIS		729,520,000	
MISSOURI	HAY & HAYLAGE, (EXCL ALFALFA)	0	2920000	2.06 TONS / ACRE, DRY BASIS	6,006,000 TONS, DRY BASIS		630,630,000	
MISSOURI	HAY & HAYLAGE, ALFALFA	25000	225000	2.84 TONS / ACRE, DRY BASIS	638,000 TONS, DRY BASIS		98,890,000	
MISSOURI	HAY	0	3070000	2.1 TONS / ACRE	6,437,000 TONS	111 $ / TON	705,585,000	
MISSOURI	HAY, (EXCL ALFALFA)	0	2850000	2.05 TONS / ACRE	5,843,000 TONS	103 $ / TON	613,515,000	
MISSOURI	HAY, ALFALFA	0	220000	2.7 TONS / ACRE	594,000 TONS	156 $ / TON	92,070,000	
MISSOURI	COTTON, UPLAND	295000	287000	1,144 LB / ACRE	684,000 480 LB BALES	0.672 $ / LB	219,456,000	
MISSOURI	COTTON, COTTONSEED	0	0		210,000 TONS	223 $ / TON	53,520,000	
MISSOURI	COTTON, PIMA	0	0			(NA) $ / LB		
MISSOURI	COTTON	295000	287000	1,144 LB / ACRE	684,000 480 LB BALES			
MISSOURI	RICE	228000	214000	7,250 LB / ACRE	15,522,000 CWT	11.6 $ / CWT	180,055,000	
MISSOURI	WHEAT, WINTER	480000	370000	62 BU / ACRE	22,940,000 BU	5.58 $ / BU	125,023,000	
MISSOURI	WHEAT	480000	370000	62 BU / ACRE	22,940,000 BU	5.58 $ / BU	125,023,000	
MISSOURI	OATS	35000	10000	43 BU / ACRE	430,000 BU	4.15 $ / BU	1,548,000	
MISSOURI	SORGHUM, GRAIN	0	0			(NA) $ / CWT		
MISSOURI	HAYLAGE, ALFALFA	0	15000	6 TONS / ACRE	90,000 TONS			
MISSOURI	HAYLAGE, (EXCL ALFALFA)	0	110000	3 TONS / ACRE	330,000 TONS			
MISSOURI	HAYLAGE	0	125000	3.36 TONS / ACRE	420,000 TONS			
MONTANA	WHEAT	5595000	5490000	41.7 BU / ACRE	228,680,000 BU	5.24 $ / BU	1,200,863,000	
MONTANA	WHEAT, SPRING, (EXCL DURUM)	3350000	3310000	38 BU / ACRE	125,780,000 BU	5.3 $ / BU	654,360,000	
MONTANA	WHEAT, WINTER	1550000	1490000	51 BU / ACRE	75,990,000 BU	5.05 $ / BU	387,549,000	
MONTANA	WHEAT, SPRING, DURUM	695000	690000	39 BU / ACRE	26,910,000 BU	5.78 $ / BU	158,954,000	
MONTANA	HAY	0	2860000	2.07 TONS / ACRE	5,908,000 TONS	131 $ / TON	754,496,000	
MONTANA	HAY, ALFALFA	0	1900000	2.2 TONS / ACRE	4,180,000 TONS	132 $ / TON	535,040,000	
MONTANA	HAY, (EXCL ALFALFA)	0	960000	1.8 TONS / ACRE	1,728,000 TONS	128 $ / TON	219,456,000	
MONTANA	HAY & HAYLAGE	0	0				754,496,000	
MONTANA	HAY & HAYLAGE, ALFALFA	125000	0				535,040,000	
MONTANA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				219,456,000	
MONTANA	BARLEY	970000	790000	63 BU / ACRE	49,770,000 BU	4.4 $ / BU	200,970,000	
MONTANA	LENTILS	370000	360000	1,480 LB / ACRE	5,328,000 CWT	17.8 $ / CWT	90,576,000	
MONTANA	PEAS, DRY EDIBLE	490000	475000	2,070 LB / ACRE	9,833,000 CWT	8.87 $ / CWT	81,712,000	
MONTANA	CANOLA	155000	149000	1,620 LB / ACRE	241,380,000 LB	15.8 $ / CWT	38,862,000	
MONTANA	CHICKPEAS	116300	110300	1,470 LB / ACRE	1,622,000 CWT	19.7 $ / CWT	31,690,000	
MONTANA	CORN, GRAIN	0	61000	109 BU / ACRE	6,649,000 BU	4.4 $ / BU	25,266,000	
MONTANA	CORN	115000	0					
MONTANA	CORN, SILAGE	0	51000	21 TONS / ACRE	1,071,000 TONS			
MONTANA	FLAXSEED	105000	102000	16 BU / ACRE	1,632,000 BU	10.5 $ / BU	14,525,000	
MONTANA	SAFFLOWER	49000	44000	930 LB / ACRE	40,920,000 LB	19.2 $ / CWT	7,857,000	
MONTANA	OATS	75000	41000	45 BU / ACRE	1,845,000 BU	3.12 $ / BU	4,874,000	
MONTANA	SUGARBEETS	43600	38000	31.3 TONS / ACRE	1,189,000 TONS			
MONTANA	LEGUMES, ALFALFA, SEED	0	3700	469 LB / ACRE	1,737,000 LB			
NEBRASKA	CORN, GRAIN	0	9890000	180 BU / ACRE	1,780,200,000 BU	4.47 $ / BU	7,607,883,000	
NEBRASKA	CORN, SILAGE	0	260000	19 TONS / ACRE	4,940,000 TONS			
NEBRASKA	CORN	10200000	0					
NEBRASKA	SOYBEANS	5200000	5160000	58 BU / ACRE	299,280,000 BU	10.2 $ / BU	3,176,496,000	
NEBRASKA	HAY & HAYLAGE	0	2770000	2.36 TONS / ACRE, DRY BASIS	6,544,000 TONS, DRY BASIS		621,378,000	
NEBRASKA	HAY & HAYLAGE, ALFALFA	100000	880000	3.84 TONS / ACRE, DRY BASIS	3,382,000 TONS, DRY BASIS		365,256,000	
NEBRASKA	HAY & HAYLAGE, (EXCL ALFALFA)	0	1890000	1.67 TONS / ACRE, DRY BASIS	3,162,000 TONS, DRY BASIS		256,122,000	
NEBRASKA	HAY	0	2740000	2.32 TONS / ACRE	6,370,000 TONS	103 $ / TON	604,206,000	
NEBRASKA	HAY, ALFALFA	0	860000	3.8 TONS / ACRE	3,268,000 TONS	113 $ / TON	352,944,000	
NEBRASKA	HAY, (EXCL ALFALFA)	0	1880000	1.65 TONS / ACRE	3,102,000 TONS	84 $ / TON	251,262,000	
NEBRASKA	WHEAT, WINTER	900000	830000	41 BU / ACRE	34,030,000 BU	4.65 $ / BU	156,538,000	
NEBRASKA	WHEAT	900000	830000	41 BU / ACRE	34,030,000 BU	4.65 $ / BU	156,538,000	
NEBRASKA	POTATOES	19000	18800	490 CWT / ACRE	9,212,000 CWT	11.2 $ / CWT	103,174,000	
NEBRASKA	SORGHUM, GRAIN	0	150000	91 BU / ACRE	13,650,000 BU	8.23 $ / CWT	61,534,000	
NEBRASKA	SORGHUM, SILAGE	0	15000	12 TONS / ACRE	180,000 TONS			
NEBRASKA	SORGHUM	195000	0					
NEBRASKA	MILLET, PROSO	130000	125000	24 BU / ACRE	3,000,000 BU	9.33 $ / BU	26,610,000	
NEBRASKA	SUNFLOWER	50000	48000	1,129 LB / ACRE	54,180,000 LB	19.9 $ / CWT	10,720,000	
NEBRASKA	OATS	135000	29000	63 BU / ACRE	1,827,000 BU	2.85 $ / BU	5,116,000	
NEBRASKA	SUGARBEETS	46200	45700	31 TONS / ACRE	1,417,000 TONS			
NEBRASKA	HAYLAGE, ALFALFA	0	35000	6.6 TONS / ACRE	231,000 TONS			
NEBRASKA	HAYLAGE, (EXCL ALFALFA)	0	20000	6.1 TONS / ACRE	122,000 TONS			
NEBRASKA	HAYLAGE	0	55000	6.42 TONS / ACRE	353,000 TONS			
NEBRASKA	PEAS, DRY EDIBLE	36000	33000	1,400 LB / ACRE	462,000 CWT	(D) $ / CWT	(D)	
NEVADA	HAY	0	320000	3.58 TONS / ACRE	1,147,000 TONS	183 $ / TON	209,885,000	
NEVADA	HAY, ALFALFA	0	175000	4.4 TONS / ACRE	770,000 TONS	183 $ / TON	140,140,000	
NEVADA	HAY, (EXCL ALFALFA)	0	145000	2.6 TONS / ACRE	377,000 TONS	183 $ / TON	69,745,000	
NEVADA	HAY & HAYLAGE	0	0				209,885,000	
NEVADA	HAY & HAYLAGE, ALFALFA	20000	0				140,140,000	
NEVADA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				69,745,000	
NEVADA	CORN	13000	0					
NEVADA	CORN, SILAGE	0	13000	26 TONS / ACRE	338,000 TONS			
NEW HAMPSHIRE	HAY & HAYLAGE	0	0				13,055,000	
NEW HAMPSHIRE	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				11,055,000	
NEW HAMPSHIRE	HAY & HAYLAGE, ALFALFA	1000	0				2,000,000	
NEW HAMPSHIRE	HAY	0	42000	1.83 TONS / ACRE	77,000 TONS	170 $ / TON	13,055,000	
NEW HAMPSHIRE	HAY, (EXCL ALFALFA)	0	37000	1.8 TONS / ACRE	67,000 TONS	165 $ / TON	11,055,000	
NEW HAMPSHIRE	HAY, ALFALFA	0	5000	2 TONS / ACRE	10,000 TONS	200 $ / TON	2,000,000	
NEW HAMPSHIRE	MAPLE SYRUP	0	0	0.291 GALLONS / TAP	154,000 GALLONS	52.1 $ / GALLON	8,023,000	
NEW HAMPSHIRE	CORN, SILAGE	0	12000	20 TONS / ACRE	240,000 TONS			
NEW HAMPSHIRE	CORN	13000	0					
NEW JERSEY	BLUEBERRIES, TAME, UTILIZED	0	0		44,460,000 LB		75,098,000	
NEW JERSEY	BLUEBERRIES, TAME, FRESH MARKET	0	0		37,810,000 LB	1.9 $ / LB	71,839,000	
NEW JERSEY	BLUEBERRIES, TAME, PROCESSING	0	0		6,650,000 LB	0.49 $ / LB	3,259,000	
NEW JERSEY	BLUEBERRIES, TAME	0	8400	5,350 LB / ACRE	44,900,000 LB	1.69 $ / LB		
NEW JERSEY	PEPPERS, BELL	3900	3800	275 CWT / ACRE	1,045,000 CWT	53.6 $ / CWT	55,966,000	
NEW JERSEY	PEPPERS, BELL, UTILIZED	0	0		1,045,000 CWT			
NEW JERSEY	PEPPERS, BELL, PROCESSING	0	0			(D) $ / TON	(D)	
NEW JERSEY	PEPPERS, BELL, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NEW JERSEY	CORN, GRAIN	0	73000	156 BU / ACRE	11,388,000 BU	5.7 $ / BU	54,288,000	
NEW JERSEY	CORN, SILAGE	0	6000	20 TONS / ACRE	120,000 TONS			
NEW JERSEY	CORN	80000	0					
NEW JERSEY	SOYBEANS	94000	93000	46 BU / ACRE	4,278,000 BU	11.5 $ / BU	42,780,000	
NEW JERSEY	HAY	0	106000	1.85 TONS / ACRE	196,000 TONS	185 $ / TON	36,177,000	
NEW JERSEY	HAY, (EXCL ALFALFA)	0	90000	1.7 TONS / ACRE	153,000 TONS	169 $ / TON	25,857,000	
NEW JERSEY	HAY, ALFALFA	0	16000	2.7 TONS / ACRE	43,000 TONS	240 $ / TON	10,320,000	
NEW JERSEY	HAY & HAYLAGE	0	0				36,177,000	
NEW JERSEY	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				25,857,000	
NEW JERSEY	HAY & HAYLAGE, ALFALFA	2000	0				10,320,000	
NEW JERSEY	PEACHES, UTILIZED	0	0		7,600 TONS		20,824,000	
NEW JERSEY	PEACHES, FRESH MARKET	0	0		7,600 TONS	(D) $ / TON	20,824,000	
NEW JERSEY	PEACHES	0	3800	2 TONS / ACRE	7,600 TONS	2,740 $ / TON		
NEW JERSEY	CRANBERRIES, UTILIZED	0	0		528,310 BARRELS		20,365,000	
NEW JERSEY	CRANBERRIES, PROCESSING	0	0		507,600 BARRELS	37.9 $ / BARREL	19,238,000	
NEW JERSEY	CRANBERRIES, FRESH MARKET	0	0		20,710 BARRELS	54.4 $ / BARREL	1,127,000	
NEW JERSEY	CRANBERRIES	0	3000	177 BARRELS / ACRE	531,000 BARRELS	38.5 $ / BARREL		
NEW JERSEY	ASPARAGUS	2000	1900	30 CWT / ACRE	57,000 CWT	262 $ / CWT	14,896,000	
NEW JERSEY	ASPARAGUS, UTILIZED	0	0		56,900 CWT			
NEW JERSEY	ASPARAGUS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NEW JERSEY	ASPARAGUS, PROCESSING	0	0			(D) $ / TON	(D)	
NEW JERSEY	SQUASH	3800	3700	77 CWT / ACRE	284,900 CWT	46.2 $ / CWT	11,056,000	
NEW JERSEY	SQUASH, FRESH MARKET	0	0			46.2 $ / CWT	11,056,000	
NEW JERSEY	SQUASH, UTILIZED	0	0		239,300 CWT			
NEW JERSEY	WHEAT, WINTER	25000	18000	67 BU / ACRE	1,206,000 BU	5.8 $ / BU	6,633,000	
NEW JERSEY	WHEAT	25000	18000	67 BU / ACRE	1,206,000 BU	5.8 $ / BU	6,633,000	
NEW JERSEY	SPINACH	1800	1700	115 CWT / ACRE	195,500 CWT	31.8 $ / CWT	6,182,000	
NEW JERSEY	SPINACH, UTILIZED	0	0		194,500 CWT			
NEW JERSEY	SPINACH, PROCESSING	0	0			(D) $ / TON	(D)	
NEW JERSEY	SPINACH, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NEW JERSEY	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
NEW JERSEY	BEDDING PLANTS, ANNUAL	0	0					
NEW JERSEY	CUT CULTIVATED GREENS	0	0					
NEW JERSEY	CUT FLOWERS	0	0					
NEW JERSEY	FOLIAGE PLANTS, INDOOR USE	0	0					
NEW JERSEY	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
NEW JERSEY	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
NEW JERSEY	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
NEW MEXICO	HAY	0	225000	3.65 TONS / ACRE	822,000 TONS	215 $ / TON	175,568,000	
NEW MEXICO	HAY, ALFALFA	0	130000	5.3 TONS / ACRE	689,000 TONS	223 $ / TON	152,958,000	
NEW MEXICO	HAY, (EXCL ALFALFA)	0	95000	1.4 TONS / ACRE	133,000 TONS	171 $ / TON	22,610,000	
NEW MEXICO	HAY & HAYLAGE	0	0				175,568,000	
NEW MEXICO	HAY & HAYLAGE, ALFALFA	10000	0				152,958,000	
NEW MEXICO	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				22,610,000	
NEW MEXICO	PECANS, UTILIZED, IN SHELL	0	0	1,750 LB / ACRE	78,800,000 LB		122,928,000	
NEW MEXICO	PECANS	0	45000	1,750 LB / ACRE		1.56 $ / LB		
NEW MEXICO	PEPPERS, CHILE	8900	8500	160 CWT / ACRE	1,360,000 CWT	38.2 $ / CWT	51,889,000	
NEW MEXICO	PEPPERS, CHILE, UTILIZED	0	0		1,360,000 CWT			
NEW MEXICO	PEPPERS, CHILE, PROCESSING	0	0			(D) $ / TON	(D)	
NEW MEXICO	PEPPERS, CHILE, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NEW MEXICO	CORN, GRAIN	0	37000	195 BU / ACRE	7,215,000 BU	4.7 $ / BU	28,139,000	
NEW MEXICO	CORN, SILAGE	0	79000	21 TONS / ACRE	1,659,000 TONS			
NEW MEXICO	CORN	125000	0					
NEW MEXICO	WHEAT, WINTER	335000	115000	28 BU / ACRE	3,220,000 BU	5.16 $ / BU	14,973,000	
NEW MEXICO	WHEAT	335000	115000	28 BU / ACRE	3,220,000 BU	5.16 $ / BU	14,973,000	
NEW MEXICO	COTTON, COTTONSEED	0	0		29,000 TONS	291 $ / TON	7,618,000	
NEW MEXICO	COTTON, PIMA	10500	10500	663 LB / ACRE	14,500 480 LB BALES	(D) $ / LB		
NEW MEXICO	COTTON	53500	36500	940 LB / ACRE	71,500 480 LB BALES			
NEW MEXICO	COTTON, UPLAND	43000	26000	1,052 LB / ACRE	57,000 480 LB BALES	(D) $ / LB	(D)	
NEW MEXICO	PEANUTS	6500	5200	2,850 LB / ACRE	14,820,000 LB	0.286 $ / LB	4,723,000	
NEW MEXICO	SORGHUM, GRAIN	0	0			(NA) $ / CWT		
NEW YORK	HAY & HAYLAGE	0	1550000	2.35 TONS / ACRE, DRY BASIS	3,635,000 TONS, DRY BASIS		628,679,000	
NEW YORK	HAY & HAYLAGE, ALFALFA	70000	570000	3.25 TONS / ACRE, DRY BASIS	1,851,000 TONS, DRY BASIS		364,647,000	
NEW YORK	HAY & HAYLAGE, (EXCL ALFALFA)	0	980000	1.82 TONS / ACRE, DRY BASIS	1,784,000 TONS, DRY BASIS		264,032,000	
NEW YORK	CORN, GRAIN	0	500000	157 BU / ACRE	78,500,000 BU	6.1 $ / BU	384,336,000	
NEW YORK	CORN, SILAGE	0	520000	18 TONS / ACRE	9,360,000 TONS			
NEW YORK	CORN	1030000	0					
NEW YORK	APPLES, UTILIZED	0	0		1,383,600,000 LB		328,142,000	
NEW YORK	APPLES, FRESH MARKET	0	0		684,200,000 LB	0.36 $ / LB	246,312,000	
NEW YORK	APPLES, PROCESSING	0	0		699,400,000 LB	234 $ / TON	81,830,000	
NEW YORK	APPLES	0	44000	31,500 LB / ACRE	1,385,000,000 LB	0.237 $ / LB		
NEW YORK	HAY	0	1060000	1.61 TONS / ACRE	1,710,000 TONS	165 $ / TON	281,010,000	
NEW YORK	HAY, (EXCL ALFALFA)	0	760000	1.5 TONS / ACRE	1,140,000 TONS	158 $ / TON	168,720,000	
NEW YORK	HAY, ALFALFA	0	300000	1.9 TONS / ACRE	570,000 TONS	202 $ / TON	112,290,000	
NEW YORK	SOYBEANS	315000	312000	51 BU / ACRE	15,912,000 BU	11.3 $ / BU	160,711,000	
NEW YORK	CABBAGE	12000	11700	480 CWT / ACRE	5,616,000 CWT	14.6 $ / CWT	81,693,000	
NEW YORK	CABBAGE, UTILIZED	0	0		5,593,500 CWT			
NEW YORK	CABBAGE, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NEW YORK	CABBAGE, PROCESSING	0	0			(D) $ / TON	(D)	
NEW YORK	WHEAT, WINTER	150000	120000	66 BU / ACRE	7,920,000 BU	5.77 $ / BU	41,580,000	
NEW YORK	WHEAT	150000	120000	66 BU / ACRE	7,920,000 BU	5.77 $ / BU	41,580,000	
NEW YORK	SWEET CORN	27000	25000	115 CWT / ACRE	2,875,000 CWT	12.9 $ / CWT	36,867,000	
NEW YORK	SWEET CORN, FRESH MARKET	0	0			35 $ / CWT	28,679,000	
NEW YORK	SWEET CORN, PROCESSING	0	0			80 $ / TON	8,188,000	
NEW YORK	SWEET CORN, UTILIZED	0	0		2,866,400 CWT			
NEW YORK	MAPLE SYRUP	0	0	0.287 GALLONS / TAP	804,000 GALLONS	34.4 $ / GALLON	27,658,000	
NEW YORK	BEANS, SNAP	28000	27200	65 CWT / ACRE	1,768,000 CWT	13.7 $ / CWT	24,259,000	
NEW YORK	BEANS, SNAP, PROCESSING	0	0			221 $ / TON	18,657,000	
NEW YORK	BEANS, SNAP, FRESH MARKET	0	0			72 $ / CWT	5,602,000	
NEW YORK	BEANS, SNAP, UTILIZED	0	0		1,766,200 CWT			
NEW YORK	SQUASH	4400	4200	170 CWT / ACRE	714,000 CWT	34.9 $ / CWT	23,656,000	
NEW YORK	SQUASH, FRESH MARKET	0	0			40.5 $ / CWT	20,529,000	
NEW YORK	SQUASH, PROCESSING	0	0			365 $ / TON	3,127,000	
NEW YORK	SQUASH, UTILIZED	0	0		678,300 CWT			
NEW YORK	PUMPKINS	6300	5600	125 CWT / ACRE	700,000 CWT	19.3 $ / CWT	13,203,000	
NEW YORK	PUMPKINS, UTILIZED	0	0		683,900 CWT			
NEW YORK	PUMPKINS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NEW YORK	PUMPKINS, PROCESSING	0	0			(D) $ / TON	(D)	
NEW YORK	OATS	52000	32000	53 BU / ACRE	1,696,000 BU	4.08 $ / BU	5,851,000	
NEW YORK	CHERRIES, TART, UTILIZED	0	0		9,900,000 LB		4,618,000	
NEW YORK	CHERRIES, TART	0	1400	7,100 LB / ACRE	9,900,000 LB	0.466 $ / LB		
NEW YORK	CHERRIES, TART, FRESH MARKET	0	0		(D) LB	(D) $ / LB	(D)	
NEW YORK	CHERRIES, TART, PROCESSING	0	0		(D) LB	(D) $ / LB	(D)	
NEW YORK	BARLEY	9000	5000	60 BU / ACRE	300,000 BU	3.8 $ / BU	1,125,000	
NEW YORK	CUT FLOWERS	0	0					
NEW YORK	CUT CULTIVATED GREENS	0	0					
NEW YORK	BEDDING PLANTS, ANNUAL	0	0					
NEW YORK	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
NEW YORK	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
NEW YORK	FOLIAGE PLANTS, INDOOR USE	0	0					
NEW YORK	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
NEW YORK	HAYLAGE, (EXCL ALFALFA)	0	310000	4.2 TONS / ACRE	1,302,000 TONS			
NEW YORK	HAYLAGE	0	670000	5.81 TONS / ACRE	3,894,000 TONS			
NEW YORK	HAYLAGE, ALFALFA	0	360000	7.2 TONS / ACRE	2,592,000 TONS			
NEW YORK	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
NORTH CAROLINA	SOYBEANS	1600000	1570000	38 BU / ACRE	59,660,000 BU	11.2 $ / BU	673,844,000	
NORTH CAROLINA	CORN, GRAIN	0	940000	113 BU / ACRE	106,220,000 BU	4.7 $ / BU	483,075,000	
NORTH CAROLINA	CORN	990000	0					
NORTH CAROLINA	CORN, SILAGE	0	40000	14 TONS / ACRE	560,000 TONS			
NORTH CAROLINA	SWEET POTATOES	106000	105300	160 CWT / ACRE	16,848,000 CWT	22.4 $ / CWT	375,369,000	
NORTH CAROLINA	SWEET POTATOES, FRESH MARKET	0	0			25.5 $ / CWT	334,246,000	
NORTH CAROLINA	SWEET POTATOES, PROCESSING	0	0			226 $ / TON	41,123,000	
NORTH CAROLINA	SWEET POTATOES, UTILIZED	0	0		16,746,900 CWT			
NORTH CAROLINA	TOBACCO	0	102310	1,800 LB / ACRE	184,127,000 LB	1.97 $ / LB	362,778,000	
NORTH CAROLINA	HAY & HAYLAGE	0	0				188,310,000	
NORTH CAROLINA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				185,328,000	
NORTH CAROLINA	HAY & HAYLAGE, ALFALFA	2000	0				2,982,000	
NORTH CAROLINA	HAY	0	665000	2.4 TONS / ACRE	1,598,000 TONS	118 $ / TON	188,310,000	
NORTH CAROLINA	HAY, (EXCL ALFALFA)	0	660000	2.4 TONS / ACRE	1,584,000 TONS	117 $ / TON	185,328,000	
NORTH CAROLINA	HAY, ALFALFA	0	5000	2.7 TONS / ACRE	14,000 TONS	213 $ / TON	2,982,000	
NORTH CAROLINA	COTTON, UPLAND	360000	330000	759 LB / ACRE	522,000 480 LB BALES	0.695 $ / LB	171,331,000	
NORTH CAROLINA	COTTON, COTTONSEED	0	0		121,000 TONS	192 $ / TON	31,296,000	
NORTH CAROLINA	COTTON, PIMA	0	0			(NA) $ / LB		
NORTH CAROLINA	COTTON	360000	330000	759 LB / ACRE	522,000 480 LB BALES			
NORTH CAROLINA	WHEAT, WINTER	450000	350000	60 BU / ACRE	21,000,000 BU	4.94 $ / BU	99,750,000	
NORTH CAROLINA	WHEAT	450000	350000	60 BU / ACRE	21,000,000 BU	4.94 $ / BU	99,750,000	
NORTH CAROLINA	PEANUTS	107000	105000	3,900 LB / ACRE	409,500,000 LB	0.22 $ / LB	92,432,000	
NORTH CAROLINA	BLUEBERRIES, TAME, UTILIZED	0	0		32,640,000 LB		49,632,000	
NORTH CAROLINA	BLUEBERRIES, TAME	0	7300	4,510 LB / ACRE	32,900,000 LB	1.52 $ / LB		
NORTH CAROLINA	BLUEBERRIES, TAME, FRESH MARKET	0	0		(D) LB	(D) $ / LB	(D)	
NORTH CAROLINA	BLUEBERRIES, TAME, PROCESSING	0	0		(D) LB	(D) $ / LB	(D)	
NORTH CAROLINA	MELONS, WATERMELON, FRESH MARKET	0	0			15.8 $ / CWT	34,365,000	
NORTH CAROLINA	MELONS, WATERMELON	9000	8700	250 CWT / ACRE	2,175,000 CWT	15.8 $ / CWT	34,365,000	
NORTH CAROLINA	MELONS, WATERMELON, UTILIZED	0	0		2,175,000 CWT			
NORTH CAROLINA	PEPPERS, BELL	2400	2300	235 CWT / ACRE	540,500 CWT	42.1 $ / CWT	21,859,000	
NORTH CAROLINA	PEPPERS, BELL, UTILIZED	0	0		518,900 CWT			
NORTH CAROLINA	PEPPERS, BELL, PROCESSING	0	0			(D) $ / TON	(D)	
NORTH CAROLINA	PEPPERS, BELL, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NORTH CAROLINA	CUCUMBERS	10600	10200	130 CWT / ACRE	1,326,000 CWT	14.4 $ / CWT	19,125,000	
NORTH CAROLINA	CUCUMBERS, PROCESSING	0	0			250 $ / TON	12,829,000	
NORTH CAROLINA	CUCUMBERS, FRESH MARKET	0	0			21.1 $ / CWT	6,296,000	
NORTH CAROLINA	CUCUMBERS, UTILIZED	0	0		1,324,700 CWT			
NORTH CAROLINA	SQUASH	4400	4000	125 CWT / ACRE	500,000 CWT	32 $ / CWT	16,000,000	
NORTH CAROLINA	SQUASH, UTILIZED	0	0		500,000 CWT			
NORTH CAROLINA	SQUASH, PROCESSING	0	0			(D) $ / TON	(D)	
NORTH CAROLINA	SQUASH, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NORTH CAROLINA	PUMPKINS	3200	2600	45 CWT / ACRE	117,000 CWT	23.3 $ / CWT	2,681,000	
NORTH CAROLINA	PUMPKINS, UTILIZED	0	0		115,000 CWT			
NORTH CAROLINA	PUMPKINS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
NORTH CAROLINA	PUMPKINS, PROCESSING	0	0			(D) $ / TON	(D)	
NORTH CAROLINA	OATS	37000	12000	67 BU / ACRE	804,000 BU	3.05 $ / BU	2,412,000	
NORTH CAROLINA	BARLEY	14000	8000	77 BU / ACRE	616,000 BU	3 $ / BU	1,817,000	
NORTH CAROLINA	CUT FLOWERS	0	0					
NORTH CAROLINA	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
NORTH CAROLINA	FOLIAGE PLANTS, INDOOR USE	0	0					
NORTH CAROLINA	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
NORTH CAROLINA	CUT CULTIVATED GREENS	0	0					
NORTH CAROLINA	BEDDING PLANTS, ANNUAL	0	0					
